L1,L2,Score,New_Score
siy_das,fay_das,0,0
siy_das,p22_las,1,0.333333333333333
siy_das,tgk_dast,1,0.25
siy_das,tly_dost,2,0.5
siy_das,p23_los,2,0.666666666666667
siy_das,p24_los,2,0.666666666666667
siy_das,vaf_penjE,5,1
siy_das,ps5_w3z3r,5,1
siy_das,wne_las,1,0.333333333333333
siy_das,yai_dEst,2,0.5
siy_das,yah_8ust,3,0.75
siy_das,ydg_l3st,3,0.75
siy_das,p25_los,2,0.666666666666667
siy_das,diq_dest,2,0.5
sqo_dost,bcc_dast,1,0.25
sqo_dost,sdh_das,2,0.5
sqo_dost,fay_das,2,0.5
sqo_dost,p22_las,3,0.75
sqo_dost,tgk_dast,1,0.25
sqo_dost,tly_dost,0,0
sqo_dost,p23_los,2,0.5
sqo_dost,p24_los,2,0.5
sqo_dost,vaf_penjE,5,1
sqo_dost,ps5_w3z3r,5,1
sqo_dost,wne_las,3,0.75
sqo_dost,yai_dEst,1,0.25
sqo_dost,yah_8ust,2,0.5
sqo_dost,ydg_l3st,2,0.5
sqo_dost,p25_los,2,0.5
sqo_dost,diq_dest,1,0.25
bcc_dast,sdh_das,1,0.25
bcc_dast,fay_das,1,0.25
bcc_dast,p22_las,2,0.5
bcc_dast,tgk_dast,0,0
bcc_dast,tly_dost,1,0.25
bcc_dast,p23_los,3,0.75
bcc_dast,p24_los,3,0.75
bcc_dast,vaf_penjE,5,1
bcc_dast,ps5_w3z3r,5,1
bcc_dast,wne_las,2,0.5
bcc_dast,yai_dEst,1,0.25
bcc_dast,yah_8ust,2,0.5
bcc_dast,ydg_l3st,2,0.5
bcc_dast,p25_los,3,0.75
bcc_dast,diq_dest,1,0.25
sdh_das,fay_das,0,0
sdh_das,p22_las,1,0.333333333333333
sdh_das,tgk_dast,1,0.25
sdh_das,tly_dost,2,0.5
sdh_das,p23_los,2,0.666666666666667
sdh_das,p24_los,2,0.666666666666667
sdh_das,vaf_penjE,5,1
sdh_das,ps5_w3z3r,5,1
sdh_das,wne_las,1,0.333333333333333
sdh_das,yai_dEst,2,0.5
sdh_das,yah_8ust,3,0.75
sdh_das,ydg_l3st,3,0.75
sdh_das,p25_los,2,0.666666666666667
sdh_das,diq_dest,2,0.5
fay_das,p22_las,1,0.333333333333333
fay_das,tgk_dast,1,0.25
fay_das,tly_dost,2,0.5
fay_das,p23_los,2,0.666666666666667
fay_das,p24_los,2,0.666666666666667
fay_das,vaf_penjE,5,1
fay_das,ps5_w3z3r,5,1
fay_das,wne_las,1,0.333333333333333
fay_das,yai_dEst,2,0.5
fay_das,yah_8ust,3,0.75
fay_das,ydg_l3st,3,0.75
fay_das,p25_los,2,0.666666666666667
fay_das,diq_dest,2,0.5
p22_las,tgk_dast,2,0.5
p22_las,tly_dost,3,0.75
p22_las,p23_los,1,0.333333333333333
p22_las,p24_los,1,0.333333333333333
p22_las,vaf_penjE,5,1
p22_las,ps5_w3z3r,5,1
p22_las,wne_las,0,0
p22_las,yai_dEst,3,0.75
p22_las,yah_8ust,3,0.75
p22_las,ydg_l3st,2,0.5
p22_las,p25_los,1,0.333333333333333
p22_las,diq_dest,3,0.75
tgk_dast,tly_dost,1,0.25
tgk_dast,p23_los,3,0.75
tgk_dast,p24_los,3,0.75
tgk_dast,vaf_penjE,5,1
tgk_dast,ps5_w3z3r,5,1
tgk_dast,wne_las,2,0.5
tgk_dast,yai_dEst,1,0.25
tgk_dast,yah_8ust,2,0.5
tgk_dast,ydg_l3st,2,0.5
tgk_dast,p25_los,3,0.75
tgk_dast,diq_dest,1,0.25
tly_dost,p23_los,2,0.5
tly_dost,p24_los,2,0.5
tly_dost,vaf_penjE,5,1
tly_dost,ps5_w3z3r,5,1
tly_dost,wne_las,3,0.75
tly_dost,yai_dEst,1,0.25
tly_dost,yah_8ust,2,0.5
tly_dost,ydg_l3st,2,0.5
tly_dost,p25_los,2,0.5
tly_dost,diq_dest,1,0.25
p23_los,p24_los,0,0
p23_los,vaf_penjE,5,1
p23_los,ps5_w3z3r,5,1
p23_los,wne_las,1,0.333333333333333
p23_los,yai_dEst,3,0.75
p23_los,yah_8ust,3,0.75
p23_los,ydg_l3st,2,0.5
p23_los,p25_los,0,0
p23_los,diq_dest,3,0.75
p24_los,vaf_penjE,5,1
p24_los,ps5_w3z3r,5,1
p24_los,wne_las,1,0.333333333333333
p24_los,yai_dEst,3,0.75
p24_los,yah_8ust,3,0.75
p24_los,ydg_l3st,2,0.5
p24_los,p25_los,0,0
p24_los,diq_dest,3,0.75
vaf_penjE,ps5_w3z3r,5,1
vaf_penjE,wne_las,5,1
vaf_penjE,yai_dEst,5,1
vaf_penjE,yah_8ust,5,1
vaf_penjE,ydg_l3st,5,1
vaf_penjE,p25_los,5,1
vaf_penjE,diq_dest,4,0.8
ps5_w3z3r,wne_las,5,1
ps5_w3z3r,yai_dEst,5,1
ps5_w3z3r,yah_8ust,5,1
ps5_w3z3r,ydg_l3st,4,0.8
ps5_w3z3r,p25_los,5,1
ps5_w3z3r,diq_dest,5,1
wne_las,yai_dEst,3,0.75
wne_las,yah_8ust,3,0.75
wne_las,ydg_l3st,2,0.5
wne_las,p25_los,1,0.333333333333333
wne_las,diq_dest,3,0.75
yai_dEst,yah_8ust,2,0.5
yai_dEst,ydg_l3st,2,0.5
yai_dEst,p25_los,3,0.75
yai_dEst,diq_dest,1,0.25
yah_8ust,ydg_l3st,2,0.5
yah_8ust,p25_los,3,0.75
yah_8ust,diq_dest,2,0.5
ydg_l3st,p25_los,2,0.5
ydg_l3st,diq_dest,2,0.5
p25_los,diq_dest,3,0.75
av1_fStano,av2_fStana,1,0.166666666666667
av1_fStano,pb1_sina,5,0.833333333333333
av1_fStano,pb2_sina,5,0.833333333333333
av1_fStano,bql_peso,5,0.833333333333333
av1_fStano,bgp_gwar,5,0.833333333333333
av1_fStano,bgn_gwar,5,0.833333333333333
av1_fStano,ps1_sina,5,0.833333333333333
av1_fStano,pb3_sina,5,0.833333333333333
av1_fStano,pb4_sina,5,0.833333333333333
av1_fStano,pt1_sin3,5,0.833333333333333
av1_fStano,wb2_puz,6,1
av1_fStano,pb5_sina,5,0.833333333333333
av1_fStano,pb6_sin3,5,0.833333333333333
av1_fStano,os1_rew,6,1
av1_fStano,pb7_sin3,5,0.833333333333333
av1_fStano,prs_sinE,5,0.833333333333333
av1_fStano,gzi_sina,5,0.833333333333333
av1_fStano,glk_sinE,5,0.833333333333333
av1_fStano,hac_mama,5,0.833333333333333
av1_fStano,pb8_sin3,5,0.833333333333333
av1_fStano,os2_riw,6,1
av1_fStano,wb3_pijbor,6,1
av1_fStano,pb9_sina,5,0.833333333333333
av1_fStano,p10_sina,5,0.833333333333333
av1_fStano,jdt_nene,5,0.833333333333333
av1_fStano,pt2_sin3,5,0.833333333333333
av1_fStano,ps2_sina,5,0.833333333333333
av1_fStano,kiu_c3z3k,6,1
av1_fStano,zum_sino,4,0.666666666666667
av1_fStano,ckb_siN,6,1
av1_fStano,kmr_pesir,6,1
av1_fStano,ps3_sin3,5,0.833333333333333
av1_fStano,lrl_Sir,5,0.833333333333333
av1_fStano,lsa_sinE,5,0.833333333333333
av1_fStano,luz_pisun,5,0.833333333333333
av1_fStano,p11_sina,5,0.833333333333333
av1_fStano,p12_sina,5,0.833333333333333
av1_fStano,p13_sina,5,0.833333333333333
av1_fStano,p14_sina,5,0.833333333333333
av1_fStano,ps4_sin3,5,0.833333333333333
av1_fStano,p15_sina,5,0.833333333333333
av1_fStano,mnj_fuz,5,0.833333333333333
av1_fStano,ntz_sinE,5,0.833333333333333
av1_fStano,p16_sin3,5,0.833333333333333
av1_fStano,p17_sina,5,0.833333333333333
av1_fStano,p18_sina,5,0.833333333333333
av1_fStano,oru_sina,5,0.833333333333333
av1_fStano,prc_sino,4,0.666666666666667
av1_fStano,p19_sina,5,0.833333333333333
av1_fStano,pt3_zig3r,6,1
av1_fStano,pes_pestun,5,0.833333333333333
av1_fStano,p20_sin3,5,0.833333333333333
av1_fStano,pt4_sin3,5,0.833333333333333
av1_fStano,pt5_sina,5,0.833333333333333
av1_fStano,srz_sinE,5,0.833333333333333
av1_fStano,p21_sin3,5,0.833333333333333
av1_fStano,sgh_biS,6,1
av1_fStano,siy_sine,5,0.833333333333333
av1_fStano,sqo_sinE,5,0.833333333333333
av1_fStano,sdh_sanig,5,0.833333333333333
av1_fStano,fay_m3me,6,1
av1_fStano,p22_sin3,5,0.833333333333333
av1_fStano,tgk_sina,5,0.833333333333333
av1_fStano,tly_sin3,5,0.833333333333333
av1_fStano,p23_sin3,5,0.833333333333333
av1_fStano,p24_sin3,5,0.833333333333333
av1_fStano,vaf_sinE,5,0.833333333333333
av1_fStano,ps5_sin3,5,0.833333333333333
av1_fStano,wne_jig3r,6,1
av1_fStano,yai_vunE,5,0.833333333333333
av1_fStano,wb5_poz,6,1
av1_fStano,yah_dot,5,0.833333333333333
av1_fStano,ydg_fiz,5,0.833333333333333
av1_fStano,p25_sina,5,0.833333333333333
av1_fStano,diq_pustun,5,0.833333333333333
av2_fStana,pb1_sina,4,0.666666666666667
av2_fStana,pb2_sina,4,0.666666666666667
av2_fStana,bql_peso,6,1
av2_fStana,bgp_gwar,5,0.833333333333333
av2_fStana,bgn_gwar,5,0.833333333333333
av2_fStana,ps1_sina,4,0.666666666666667
av2_fStana,pb3_sina,4,0.666666666666667
av2_fStana,pb4_sina,4,0.666666666666667
av2_fStana,pt1_sin3,5,0.833333333333333
av2_fStana,wb2_puz,6,1
av2_fStana,pb5_sina,4,0.666666666666667
av2_fStana,pb6_sin3,5,0.833333333333333
av2_fStana,os1_rew,6,1
av2_fStana,pb7_sin3,5,0.833333333333333
av2_fStana,prs_sinE,5,0.833333333333333
av2_fStana,gzi_sina,4,0.666666666666667
av2_fStana,glk_sinE,5,0.833333333333333
av2_fStana,hac_mama,4,0.666666666666667
av2_fStana,pb8_sin3,5,0.833333333333333
av2_fStana,os2_riw,6,1
av2_fStana,wb3_pijbor,6,1
av2_fStana,pb9_sina,4,0.666666666666667
av2_fStana,p10_sina,4,0.666666666666667
av2_fStana,jdt_nene,5,0.833333333333333
av2_fStana,pt2_sin3,5,0.833333333333333
av2_fStana,ps2_sina,4,0.666666666666667
av2_fStana,kiu_c3z3k,6,1
av2_fStana,zum_sino,5,0.833333333333333
av2_fStana,ckb_siN,6,1
av2_fStana,kmr_pesir,6,1
av2_fStana,ps3_sin3,5,0.833333333333333
av2_fStana,lrl_Sir,5,0.833333333333333
av2_fStana,lsa_sinE,5,0.833333333333333
av2_fStana,luz_pisun,5,0.833333333333333
av2_fStana,p11_sina,4,0.666666666666667
av2_fStana,p12_sina,4,0.666666666666667
av2_fStana,p13_sina,4,0.666666666666667
av2_fStana,p14_sina,4,0.666666666666667
av2_fStana,ps4_sin3,5,0.833333333333333
av2_fStana,p15_sina,4,0.666666666666667
av2_fStana,mnj_fuz,5,0.833333333333333
av2_fStana,ntz_sinE,5,0.833333333333333
av2_fStana,p16_sin3,5,0.833333333333333
av2_fStana,p17_sina,4,0.666666666666667
av2_fStana,p18_sina,4,0.666666666666667
av2_fStana,oru_sina,4,0.666666666666667
av2_fStana,prc_sino,5,0.833333333333333
av2_fStana,p19_sina,4,0.666666666666667
av2_fStana,pt3_zig3r,6,1
av2_fStana,pes_pestun,5,0.833333333333333
av2_fStana,p20_sin3,5,0.833333333333333
av2_fStana,pt4_sin3,5,0.833333333333333
av2_fStana,pt5_sina,4,0.666666666666667
av2_fStana,srz_sinE,5,0.833333333333333
av2_fStana,p21_sin3,5,0.833333333333333
av2_fStana,sgh_biS,6,1
av2_fStana,siy_sine,5,0.833333333333333
av2_fStana,sqo_sinE,5,0.833333333333333
av2_fStana,sdh_sanig,5,0.833333333333333
av2_fStana,fay_m3me,6,1
av2_fStana,p22_sin3,5,0.833333333333333
av2_fStana,tgk_sina,4,0.666666666666667
av2_fStana,tly_sin3,5,0.833333333333333
av2_fStana,p23_sin3,5,0.833333333333333
av2_fStana,p24_sin3,5,0.833333333333333
av2_fStana,vaf_sinE,5,0.833333333333333
av2_fStana,ps5_sin3,5,0.833333333333333
av2_fStana,wne_jig3r,6,1
av2_fStana,yai_vunE,5,0.833333333333333
av2_fStana,wb5_poz,6,1
av2_fStana,yah_dot,5,0.833333333333333
av2_fStana,ydg_fiz,5,0.833333333333333
av2_fStana,p25_sina,4,0.666666666666667
av2_fStana,diq_pustun,5,0.833333333333333
pb1_sina,pb2_sina,0,0
pb1_sina,bql_peso,4,1
pb1_sina,bgp_gwar,4,1
pb1_sina,bgn_gwar,4,1
pb1_sina,ps1_sina,0,0
pb1_sina,pb3_sina,0,0
pb1_sina,pb4_sina,0,0
pb1_sina,pt1_sin3,1,0.25
pb1_sina,wb2_puz,4,1
pb1_sina,pb5_sina,0,0
pb1_sina,pb6_sin3,1,0.25
pb1_sina,os1_rew,4,1
pb1_sina,pb7_sin3,1,0.25
pb1_sina,prs_sinE,1,0.25
pb1_sina,gzi_sina,0,0
pb1_sina,glk_sinE,1,0.25
pb1_sina,hac_mama,3,0.75
pb1_sina,pb8_sin3,1,0.25
pb1_sina,os2_riw,3,0.75
pb1_sina,wb3_pijbor,5,0.833333333333333
pb1_sina,pb9_sina,0,0
pb1_sina,p10_sina,0,0
pb1_sina,jdt_nene,3,0.75
pb1_sina,pt2_sin3,1,0.25
pb1_sina,ps2_sina,0,0
pb1_sina,kiu_c3z3k,5,1
pb1_sina,zum_sino,1,0.25
pb1_sina,ckb_siN,2,0.5
pb1_sina,kmr_pesir,4,0.8
pb1_sina,ps3_sin3,1,0.25
pb1_sina,lrl_Sir,3,0.75
pb1_sina,lsa_sinE,1,0.25
pb1_sina,luz_pisun,4,0.8
pb1_sina,p11_sina,0,0
pb1_sina,p12_sina,0,0
pb1_sina,p13_sina,0,0
pb1_sina,p14_sina,0,0
pb1_sina,ps4_sin3,1,0.25
pb1_sina,p15_sina,0,0
pb1_sina,mnj_fuz,4,1
pb1_sina,ntz_sinE,1,0.25
pb1_sina,p16_sin3,1,0.25
pb1_sina,p17_sina,0,0
pb1_sina,p18_sina,0,0
pb1_sina,oru_sina,0,0
pb1_sina,prc_sino,1,0.25
pb1_sina,p19_sina,0,0
pb1_sina,pt3_zig3r,4,0.8
pb1_sina,pes_pestun,5,0.833333333333333
pb1_sina,p20_sin3,1,0.25
pb1_sina,pt4_sin3,1,0.25
pb1_sina,pt5_sina,0,0
pb1_sina,srz_sinE,1,0.25
pb1_sina,p21_sin3,1,0.25
pb1_sina,sgh_biS,3,0.75
pb1_sina,siy_sine,1,0.25
pb1_sina,sqo_sinE,1,0.25
pb1_sina,sdh_sanig,3,0.6
pb1_sina,fay_m3me,4,1
pb1_sina,p22_sin3,1,0.25
pb1_sina,tgk_sina,0,0
pb1_sina,tly_sin3,1,0.25
pb1_sina,p23_sin3,1,0.25
pb1_sina,p24_sin3,1,0.25
pb1_sina,vaf_sinE,1,0.25
pb1_sina,ps5_sin3,1,0.25
pb1_sina,wne_jig3r,4,0.8
pb1_sina,yai_vunE,3,0.75
pb1_sina,wb5_poz,4,1
pb1_sina,yah_dot,4,1
pb1_sina,ydg_fiz,3,0.75
pb1_sina,p25_sina,0,0
pb1_sina,diq_pustun,5,0.833333333333333
pb2_sina,bql_peso,4,1
pb2_sina,bgp_gwar,4,1
pb2_sina,bgn_gwar,4,1
pb2_sina,ps1_sina,0,0
pb2_sina,pb3_sina,0,0
pb2_sina,pb4_sina,0,0
pb2_sina,pt1_sin3,1,0.25
pb2_sina,wb2_puz,4,1
pb2_sina,pb5_sina,0,0
pb2_sina,pb6_sin3,1,0.25
pb2_sina,os1_rew,4,1
pb2_sina,pb7_sin3,1,0.25
pb2_sina,prs_sinE,1,0.25
pb2_sina,gzi_sina,0,0
pb2_sina,glk_sinE,1,0.25
pb2_sina,hac_mama,3,0.75
pb2_sina,pb8_sin3,1,0.25
pb2_sina,os2_riw,3,0.75
pb2_sina,wb3_pijbor,5,0.833333333333333
pb2_sina,pb9_sina,0,0
pb2_sina,p10_sina,0,0
pb2_sina,jdt_nene,3,0.75
pb2_sina,pt2_sin3,1,0.25
pb2_sina,ps2_sina,0,0
pb2_sina,kiu_c3z3k,5,1
pb2_sina,zum_sino,1,0.25
pb2_sina,ckb_siN,2,0.5
pb2_sina,kmr_pesir,4,0.8
pb2_sina,ps3_sin3,1,0.25
pb2_sina,lrl_Sir,3,0.75
pb2_sina,lsa_sinE,1,0.25
pb2_sina,luz_pisun,4,0.8
pb2_sina,p11_sina,0,0
pb2_sina,p12_sina,0,0
pb2_sina,p13_sina,0,0
pb2_sina,p14_sina,0,0
pb2_sina,ps4_sin3,1,0.25
pb2_sina,p15_sina,0,0
pb2_sina,mnj_fuz,4,1
pb2_sina,ntz_sinE,1,0.25
pb2_sina,p16_sin3,1,0.25
pb2_sina,p17_sina,0,0
pb2_sina,p18_sina,0,0
pb2_sina,oru_sina,0,0
pb2_sina,prc_sino,1,0.25
pb2_sina,p19_sina,0,0
pb2_sina,pt3_zig3r,4,0.8
pb2_sina,pes_pestun,5,0.833333333333333
pb2_sina,p20_sin3,1,0.25
pb2_sina,pt4_sin3,1,0.25
pb2_sina,pt5_sina,0,0
pb2_sina,srz_sinE,1,0.25
pb2_sina,p21_sin3,1,0.25
pb2_sina,sgh_biS,3,0.75
pb2_sina,siy_sine,1,0.25
pb2_sina,sqo_sinE,1,0.25
pb2_sina,sdh_sanig,3,0.6
pb2_sina,fay_m3me,4,1
pb2_sina,p22_sin3,1,0.25
pb2_sina,tgk_sina,0,0
pb2_sina,tly_sin3,1,0.25
pb2_sina,p23_sin3,1,0.25
pb2_sina,p24_sin3,1,0.25
pb2_sina,vaf_sinE,1,0.25
pb2_sina,ps5_sin3,1,0.25
pb2_sina,wne_jig3r,4,0.8
pb2_sina,yai_vunE,3,0.75
pb2_sina,wb5_poz,4,1
pb2_sina,yah_dot,4,1
pb2_sina,ydg_fiz,3,0.75
pb2_sina,p25_sina,0,0
pb2_sina,diq_pustun,5,0.833333333333333
bql_peso,bgp_gwar,4,1
bql_peso,bgn_gwar,4,1
bql_peso,ps1_sina,4,1
bql_peso,pb3_sina,4,1
bql_peso,pb4_sina,4,1
bql_peso,pt1_sin3,4,1
bql_peso,wb2_puz,3,0.75
bql_peso,pb5_sina,4,1
bql_peso,pb6_sin3,4,1
bql_peso,os1_rew,3,0.75
bql_peso,pb7_sin3,4,1
bql_peso,prs_sinE,4,1
bql_peso,gzi_sina,4,1
bql_peso,glk_sinE,4,1
bql_peso,hac_mama,4,1
bql_peso,pb8_sin3,4,1
bql_peso,os2_riw,4,1
bql_peso,wb3_pijbor,4,0.666666666666667
bql_peso,pb9_sina,4,1
bql_peso,p10_sina,4,1
bql_peso,jdt_nene,3,0.75
bql_peso,pt2_sin3,4,1
bql_peso,ps2_sina,4,1
bql_peso,kiu_c3z3k,5,1
bql_peso,zum_sino,3,0.75
bql_peso,ckb_siN,4,1
bql_peso,kmr_pesir,2,0.4
bql_peso,ps3_sin3,4,1
bql_peso,lrl_Sir,4,1
bql_peso,lsa_sinE,4,1
bql_peso,luz_pisun,3,0.6
bql_peso,p11_sina,4,1
bql_peso,p12_sina,4,1
bql_peso,p13_sina,4,1
bql_peso,p14_sina,4,1
bql_peso,ps4_sin3,4,1
bql_peso,p15_sina,4,1
bql_peso,mnj_fuz,4,1
bql_peso,ntz_sinE,4,1
bql_peso,p16_sin3,4,1
bql_peso,p17_sina,4,1
bql_peso,p18_sina,4,1
bql_peso,oru_sina,4,1
bql_peso,prc_sino,3,0.75
bql_peso,p19_sina,4,1
bql_peso,pt3_zig3r,5,1
bql_peso,pes_pestun,3,0.5
bql_peso,p20_sin3,4,1
bql_peso,pt4_sin3,4,1
bql_peso,pt5_sina,4,1
bql_peso,srz_sinE,4,1
bql_peso,p21_sin3,4,1
bql_peso,sgh_biS,4,1
bql_peso,siy_sine,4,1
bql_peso,sqo_sinE,4,1
bql_peso,sdh_sanig,5,1
bql_peso,fay_m3me,4,1
bql_peso,p22_sin3,4,1
bql_peso,tgk_sina,4,1
bql_peso,tly_sin3,4,1
bql_peso,p23_sin3,4,1
bql_peso,p24_sin3,4,1
bql_peso,vaf_sinE,4,1
bql_peso,ps5_sin3,4,1
bql_peso,wne_jig3r,5,1
bql_peso,yai_vunE,4,1
bql_peso,wb5_poz,3,0.75
bql_peso,yah_dot,4,1
bql_peso,ydg_fiz,4,1
bql_peso,p25_sina,4,1
bql_peso,diq_pustun,4,0.666666666666667
bgp_gwar,bgn_gwar,0,0
bgp_gwar,ps1_sina,4,1
bgp_gwar,pb3_sina,4,1
bgp_gwar,pb4_sina,4,1
bgp_gwar,pt1_sin3,4,1
bgp_gwar,wb2_puz,4,1
bgp_gwar,pb5_sina,4,1
bgp_gwar,pb6_sin3,4,1
bgp_gwar,os1_rew,4,1
bgp_gwar,pb7_sin3,4,1
bgp_gwar,prs_sinE,4,1
bgp_gwar,gzi_sina,4,1
bgp_gwar,glk_sinE,4,1
bgp_gwar,hac_mama,4,1
bgp_gwar,pb8_sin3,4,1
bgp_gwar,os2_riw,4,1
bgp_gwar,wb3_pijbor,5,0.833333333333333
bgp_gwar,pb9_sina,4,1
bgp_gwar,p10_sina,4,1
bgp_gwar,jdt_nene,4,1
bgp_gwar,pt2_sin3,4,1
bgp_gwar,ps2_sina,4,1
bgp_gwar,kiu_c3z3k,5,1
bgp_gwar,zum_sino,4,1
bgp_gwar,ckb_siN,4,1
bgp_gwar,kmr_pesir,4,0.8
bgp_gwar,ps3_sin3,4,1
bgp_gwar,lrl_Sir,3,0.75
bgp_gwar,lsa_sinE,4,1
bgp_gwar,luz_pisun,5,1
bgp_gwar,p11_sina,4,1
bgp_gwar,p12_sina,4,1
bgp_gwar,p13_sina,4,1
bgp_gwar,p14_sina,4,1
bgp_gwar,ps4_sin3,4,1
bgp_gwar,p15_sina,4,1
bgp_gwar,mnj_fuz,4,1
bgp_gwar,ntz_sinE,4,1
bgp_gwar,p16_sin3,4,1
bgp_gwar,p17_sina,4,1
bgp_gwar,p18_sina,4,1
bgp_gwar,oru_sina,4,1
bgp_gwar,prc_sino,4,1
bgp_gwar,p19_sina,4,1
bgp_gwar,pt3_zig3r,4,0.8
bgp_gwar,pes_pestun,6,1
bgp_gwar,p20_sin3,4,1
bgp_gwar,pt4_sin3,4,1
bgp_gwar,pt5_sina,4,1
bgp_gwar,srz_sinE,4,1
bgp_gwar,p21_sin3,4,1
bgp_gwar,sgh_biS,4,1
bgp_gwar,siy_sine,4,1
bgp_gwar,sqo_sinE,4,1
bgp_gwar,sdh_sanig,5,1
bgp_gwar,fay_m3me,4,1
bgp_gwar,p22_sin3,4,1
bgp_gwar,tgk_sina,4,1
bgp_gwar,tly_sin3,4,1
bgp_gwar,p23_sin3,4,1
bgp_gwar,p24_sin3,4,1
bgp_gwar,vaf_sinE,4,1
bgp_gwar,ps5_sin3,4,1
bgp_gwar,wne_jig3r,4,0.8
bgp_gwar,yai_vunE,4,1
bgp_gwar,wb5_poz,4,1
bgp_gwar,yah_dot,4,1
bgp_gwar,ydg_fiz,4,1
bgp_gwar,p25_sina,4,1
bgp_gwar,diq_pustun,6,1
bgn_gwar,ps1_sina,4,1
bgn_gwar,pb3_sina,4,1
bgn_gwar,pb4_sina,4,1
bgn_gwar,pt1_sin3,4,1
bgn_gwar,wb2_puz,4,1
bgn_gwar,pb5_sina,4,1
bgn_gwar,pb6_sin3,4,1
bgn_gwar,os1_rew,4,1
bgn_gwar,pb7_sin3,4,1
bgn_gwar,prs_sinE,4,1
bgn_gwar,gzi_sina,4,1
bgn_gwar,glk_sinE,4,1
bgn_gwar,hac_mama,4,1
bgn_gwar,pb8_sin3,4,1
bgn_gwar,os2_riw,4,1
bgn_gwar,wb3_pijbor,5,0.833333333333333
bgn_gwar,pb9_sina,4,1
bgn_gwar,p10_sina,4,1
bgn_gwar,jdt_nene,4,1
bgn_gwar,pt2_sin3,4,1
bgn_gwar,ps2_sina,4,1
bgn_gwar,kiu_c3z3k,5,1
bgn_gwar,zum_sino,4,1
bgn_gwar,ckb_siN,4,1
bgn_gwar,kmr_pesir,4,0.8
bgn_gwar,ps3_sin3,4,1
bgn_gwar,lrl_Sir,3,0.75
bgn_gwar,lsa_sinE,4,1
bgn_gwar,luz_pisun,5,1
bgn_gwar,p11_sina,4,1
bgn_gwar,p12_sina,4,1
bgn_gwar,p13_sina,4,1
bgn_gwar,p14_sina,4,1
bgn_gwar,ps4_sin3,4,1
bgn_gwar,p15_sina,4,1
bgn_gwar,mnj_fuz,4,1
bgn_gwar,ntz_sinE,4,1
bgn_gwar,p16_sin3,4,1
bgn_gwar,p17_sina,4,1
bgn_gwar,p18_sina,4,1
bgn_gwar,oru_sina,4,1
bgn_gwar,prc_sino,4,1
bgn_gwar,p19_sina,4,1
bgn_gwar,pt3_zig3r,4,0.8
bgn_gwar,pes_pestun,6,1
bgn_gwar,p20_sin3,4,1
bgn_gwar,pt4_sin3,4,1
bgn_gwar,pt5_sina,4,1
bgn_gwar,srz_sinE,4,1
bgn_gwar,p21_sin3,4,1
bgn_gwar,sgh_biS,4,1
bgn_gwar,siy_sine,4,1
bgn_gwar,sqo_sinE,4,1
bgn_gwar,sdh_sanig,5,1
bgn_gwar,fay_m3me,4,1
bgn_gwar,p22_sin3,4,1
bgn_gwar,tgk_sina,4,1
bgn_gwar,tly_sin3,4,1
bgn_gwar,p23_sin3,4,1
bgn_gwar,p24_sin3,4,1
bgn_gwar,vaf_sinE,4,1
bgn_gwar,ps5_sin3,4,1
bgn_gwar,wne_jig3r,4,0.8
bgn_gwar,yai_vunE,4,1
bgn_gwar,wb5_poz,4,1
bgn_gwar,yah_dot,4,1
bgn_gwar,ydg_fiz,4,1
bgn_gwar,p25_sina,4,1
bgn_gwar,diq_pustun,6,1
ps1_sina,pb3_sina,0,0
ps1_sina,pb4_sina,0,0
ps1_sina,pt1_sin3,1,0.25
ps1_sina,wb2_puz,4,1
ps1_sina,pb5_sina,0,0
ps1_sina,pb6_sin3,1,0.25
ps1_sina,os1_rew,4,1
ps1_sina,pb7_sin3,1,0.25
ps1_sina,prs_sinE,1,0.25
ps1_sina,gzi_sina,0,0
ps1_sina,glk_sinE,1,0.25
ps1_sina,hac_mama,3,0.75
ps1_sina,pb8_sin3,1,0.25
ps1_sina,os2_riw,3,0.75
ps1_sina,wb3_pijbor,5,0.833333333333333
ps1_sina,pb9_sina,0,0
ps1_sina,p10_sina,0,0
ps1_sina,jdt_nene,3,0.75
ps1_sina,pt2_sin3,1,0.25
ps1_sina,ps2_sina,0,0
ps1_sina,kiu_c3z3k,5,1
ps1_sina,zum_sino,1,0.25
ps1_sina,ckb_siN,2,0.5
ps1_sina,kmr_pesir,4,0.8
ps1_sina,ps3_sin3,1,0.25
ps1_sina,lrl_Sir,3,0.75
ps1_sina,lsa_sinE,1,0.25
ps1_sina,luz_pisun,4,0.8
ps1_sina,p11_sina,0,0
ps1_sina,p12_sina,0,0
ps1_sina,p13_sina,0,0
ps1_sina,p14_sina,0,0
ps1_sina,ps4_sin3,1,0.25
ps1_sina,p15_sina,0,0
ps1_sina,mnj_fuz,4,1
ps1_sina,ntz_sinE,1,0.25
ps1_sina,p16_sin3,1,0.25
ps1_sina,p17_sina,0,0
ps1_sina,p18_sina,0,0
ps1_sina,oru_sina,0,0
ps1_sina,prc_sino,1,0.25
ps1_sina,p19_sina,0,0
ps1_sina,pt3_zig3r,4,0.8
ps1_sina,pes_pestun,5,0.833333333333333
ps1_sina,p20_sin3,1,0.25
ps1_sina,pt4_sin3,1,0.25
ps1_sina,pt5_sina,0,0
ps1_sina,srz_sinE,1,0.25
ps1_sina,p21_sin3,1,0.25
ps1_sina,sgh_biS,3,0.75
